emoji,english,translation,phonetic,category
1f370,quarter,ﻊﺑﺭ,RUB,numbers
270f,double,ﻒﻌﺿ,DI-AF,numbers
1f3f9,triple,ﻒﻌﺿ ﺙﻼﺛ,THA-LAATH-DI-AF,numbers
2b1c,nil,ﺮﻔﺻ,SIFR,numbers
1f30d,million,ﻥﻮﻴﻠﻣ,MIL-YOON,numbers
1f680,billion,ﺭﺎﻴﻠﻣ,MIL-YAAR,numbers
2795,plus,ﻊﻤﺟ,JAM,numbers
2796,minus,ﺢﺑﺭ,TARH,numbers
1f4ca,equals,ﻱﻭﺎﺴﻳ,YU-SAA-WEE,numbers
1f4ca,percent,ﺔﺋﺎﻤﻟﺍ ﻲﻓ,FIL-MEE-AH,numbers
1f4b0,price,ﺮﻌﺳ,SI-IR,numbers
1f9ee,total,ﻉﻮﻤﺠﻣ,MAJ-MOO,numbers
1f4dd,count,ﺪﻋ,ADD,numbers
1f4dd,number,ﻢﻗﺭ,RA-QAM,numbers
1f4e6,amount,ﺔﻴﻤﻛ,KAM-MEE-YAH,numbers
231a,hour,ﺔﻋﺎﺳ,SAA-AH,numbers
23f0,minute,ﺔﻘﻴﻗﺩ,DA-QEE-QAH,numbers
1f4c5,second (time),ﺔﻴﻧﺎﺛ,THAA-NEE-YAH,numbers
1f550,once,ﺓﺮﻣ,MAR-RAH,numbers
1f551,twice,ﻦﻴﺗﺮﻣ,MAR-RA-TAYN,numbers
1f4c5,time,ﺖﻗﻭ,WAQT,numbers
1f3c6,score,ﺔﺠﻴﺘﻧ,NA-TEE-JAH,numbers
1f9ee,sum,ﻉﻮﻤﺠﻣ,MAJ-MOO,numbers
1f4b3,value,ﺔﻤﻴﻗ,QEE-MAH,numbers
1fa99,coin,ﺔﻠﻤﻋ,UM-LAH,numbers
1f4b5,bill,ﺔﻗﺭﻭ,WA-RA-QAH,numbers
1f4b0,cost,ﺔﻔﻠﻜﺗ,TAK-LI-FAH,numbers
1f4b3,fee,ﻡﻮﺳﺭ,RU-SOOM,numbers
1f9c0,piece,ﺔﻌﻄﻗ,QIT-AH,numbers
1f9fa,bundle,ﺔﻣﺰﺣ,HUZ-MAH,numbers
