emoji,english,translation,phonetic,category
1f4dd,number,ᏗᏎᏍᏗ,dee-SAY-sdee,numbers
270f,amount,ᎢᎬᏩᏓᎴ,ee-guh-wah-DAH-lay,numbers
231a,hour,ᏑᏕᏘᏴᏓ,soo-day-tee-YUH-dah,numbers
23f0,minute,ᎢᏯᏔᏬᏍᏔᏅ,ee-yah-tah-WOH-stah-nuh,numbers
1f4c5,second of time,ᎠᏎ ᎤᏍᏗ,ah-SAY oos-DEE,numbers
2b50,once,ᏌᏊ,sah-KWOO,numbers
1f522,twice,ᏔᎵᏁ,tah-lee-NAY,numbers
1f4dd,many,ᎤᏔᎾ,oo-TAH-nah,numbers
270f,few,ᎢᎦᏘᎢ,ee-gah-TEE-ee,numbers
1f3af,all,ᏂᎦᏓ,nee-GAH-dah,numbers
1f4ca,none,ᏝᏍᎩᎾ,tlah-SGEE-nah,numbers
1f4c8,some,ᎢᎦᏘᎢ,ee-gah-TEE-ee,numbers
2b50,every,ᏂᎦᎥ,nee-GAH-uh,numbers
1f522,both,ᏔᎵ ᏂᎦᎥ,tah-LEE nee-GAH-uh,numbers
1f4dd,last,ᎤᎵᏍᏛ,oo-lee-SDUH,numbers
1f3af,next,ᎡᎵᏊ,ay-lee-KWOO,numbers
1f4ca,only,ᏏᏳᏍᏗ,see-YOO-sdee,numbers
1f4c8,enough,ᎤᏲᎢ,oo-YOH-ee,numbers
